,0,1,2,3,4,5,6,7,8,9,10
17850,3132,976,1695,3129,1852,1171,1022,2682,1532.0,3771.0,673.0
17851,3964,509,73,1011,1852,3077,364,1171,3763.0,536.0,4000.0
17852,2657,3977,3571,1852,364,1171,1022,3763,2045.0,536.0,114.0
17853,3433,746,73,2838,1852,3077,364,536,2195.0,722.0,3771.0
17854,349,3971,925,3129,1852,3077,1171,1022,3763.0,2045.0,536.0
17855,1574,3773,1012,2672,3292,1438,1852,3077,1171.0,1022.0,3763.0
17856,1574,3773,1793,1324,3084,2947,3129,1852,3077.0,364.0,1171.0
17857,1574,3773,73,2222,3893,1789,3129,364,1022.0,3763.0,2045.0
17858,1193,2118,1793,2947,1852,3077,1171,2045,536.0,3542.0,3299.0
17859,1574,3773,1663,728,2939,676,3129,1852,3077.0,364.0,1171.0
17860,2657,1500,1793,325,3129,3077,1171,1022,536.0,2086.0,150.0
17861,3964,2095,1695,970,1852,1171,1022,3763,536.0,3447.0,3268.0
17862,1574,3773,3214,3313,2986,1870,742,1233,3762.0,3291.0,88.0
17863,1929,3773,73,2399,1613,878,3129,1852,3077.0,364.0,1022.0
17864,1574,3773,1663,1324,232,676,3129,1852,3077.0,364.0,1171.0
17865,1000,976,1793,1852,364,1171,1022,2045,536.0,1295.0,347.0
17866,2048,3977,73,2066,3129,3077,364,1022,3763.0,536.0,205.0
17867,1574,3773,1663,3419,534,676,3129,1852,3077.0,364.0,3763.0
17868,1574,3773,3214,1728,3049,3291,3129,1852,3077.0,1022.0,536.0
17869,3035,746,1663,304,3129,1852,3077,1022,2045.0,536.0,1366.0
17870,3433,509,3104,3129,1852,3077,364,1022,3763.0,536.0,2628.0
17871,3272,976,1793,1852,3077,364,1171,1022,3763.0,2045.0,536.0
17872,416,3290,73,1789,3129,1852,3077,364,1171.0,1022.0,3763.0
17873,3272,976,3214,364,1022,3763,571,2205,2472.0,3794.0,3718.0
17874,1574,3773,1793,2934,1088,2465,1618,1233,2282.0,2947.0,2211.0
17875,3132,1727,1663,3129,1852,3077,364,1171,1022.0,3763.0,2045.0
17876,3132,3971,1695,3077,364,1171,1022,2045,536.0,3539.0,1524.0
17877,1193,2437,1793,2578,1852,3077,1171,3763,536.0,2825.0,1167.0
17878,3964,3773,73,662,3129,3077,364,1171,3763.0,2045.0,2040.0
17879,1286,3290,925,1818,3129,1852,3077,364,1171.0,1022.0,2045.0
17880,1929,3773,3571,1030,585,3596,3077,364,1171.0,536.0,2628.0
17881,1574,3773,3104,1739,232,3913,3129,1852,3077.0,364.0,1171.0
17882,3964,509,925,2001,3129,1852,3077,1171,1022.0,3763.0,2045.0
17883,2589,3971,1663,1914,1852,3077,364,1171,3763.0,536.0,1799.0
17884,1193,3971,3571,1467,3077,1171,1022,3763,2045.0,4000.0,2216.0
17885,2589,3971,1793,3129,1852,364,1022,536,3175.0,1532.0,3771.0
17886,1286,1500,1663,2206,1852,3077,364,1171,1022.0,1927.0,3672.0
17887,3964,2237,277,13,3129,3077,1022,2045,2369.0,1532.0,3771.0
17888,2048,1800,73,3129,1852,364,3763,2045,794.0,2592.0,2515.0
17889,3964,333,1793,1670,3129,1852,364,1022,3763.0,536.0,114.0
17890,1574,3773,3104,1785,2312,3475,2406,1008,1233.0,3531.0,1892.0
17891,2657,1500,1793,847,3129,1171,2045,536,269.0,114.0,740.0
17892,1574,3773,73,1995,3554,1233,1789,345,1852.0,3077.0,364.0
17893,2657,1227,1663,2981,3077,1171,3763,536,3444.0,2514.0,1532.0
17894,3433,509,73,2671,2529,364,1022,1164,702.0,1532.0,2472.0
17895,3730,1033,1793,3263,2326,1894,3129,1022,3763.0,2045.0,536.0
17896,1929,3773,3214,855,3291,1852,364,1022,3763.0,2045.0,536.0
17897,3433,746,925,2963,3129,1852,364,1171,3763.0,2045.0,1026.0
17898,1929,3773,73,1637,3932,878,1852,3077,1171.0,1022.0,3465.0
17899,1000,1500,925,3129,1852,3763,2045,536,1026.0,1532.0,3771.0
17900,1929,3773,3214,3719,1509,3291,1852,3077,364.0,1171.0,1022.0
17901,3964,1515,3214,2621,1852,364,1171,2045,3479.0,750.0,3771.0
17902,1929,3773,1793,1233,2947,1852,3077,364,1171.0,1022.0,536.0
17903,1929,3773,1793,2194,2947,1852,1171,2045,312.0,3859.0,3158.0
17904,1574,3773,1793,66,2271,2947,3527,3077,364.0,1171.0,1022.0
17905,3964,1727,1663,1904,1852,3077,364,1022,3763.0,2045.0,536.0
17906,2657,3424,1793,2898,3077,1171,1022,2045,536.0,1181.0,1596.0
17907,1574,3773,1695,770,350,420,1852,3077,1171.0,2045.0,536.0
17908,1286,3568,1695,3077,364,1171,1022,3763,2045.0,536.0,1475.0
17909,2048,376,73,1852,3077,364,1022,3763,2045.0,536.0,3848.0
17910,1574,3773,73,1995,633,710,1233,1789,345.0,3077.0,364.0
17911,1286,1800,73,878,3129,1852,3077,364,1171.0,1022.0,2045.0
17912,2048,2118,1695,3129,1852,1171,1022,3763,2045.0,536.0,1483.0
17913,1574,3773,1695,770,350,420,1852,3077,1171.0,1022.0,3763.0
17914,1574,3773,1793,1754,1233,2947,3524,3077,364.0,1171.0,1022.0
17915,3964,3773,1793,2947,3077,1022,3763,3549,2628.0,1532.0,3771.0
17916,3964,2095,1793,1670,3077,1171,1022,3763,2045.0,1524.0,2363.0
17917,416,1848,3214,3322,1852,3077,1171,1022,3763.0,2045.0,2040.0
17918,3730,1330,73,1481,3129,1852,364,1022,3763.0,536.0,1927.0
17919,1193,1886,73,1199,1852,3077,1171,3763,536.0,3055.0,1026.0
17920,3964,3773,1793,2898,3129,1852,364,1171,3763.0,536.0,2046.0
17921,3730,3773,1793,806,1670,3129,3077,364,1171.0,536.0,2040.0
17922,1574,3773,1663,2222,3893,676,3129,1852,3077.0,1171.0,1022.0
17923,3433,3796,1695,420,3129,1852,3077,364,1022.0,2045.0,536.0
17924,1193,3568,73,2964,3129,1852,3077,364,536.0,702.0,2369.0
17925,1574,3773,3571,2222,1233,2534,3129,1852,364.0,1171.0,1022.0
17926,3035,3495,3214,3541,3129,1852,3077,364,1171.0,1022.0,3763.0
17927,1929,3773,3571,1264,1407,1050,1852,3077,3763.0,1930.0,1532.0
17928,416,1500,73,3445,3129,1852,3077,1171,3763.0,2045.0,536.0
17929,3035,1790,73,1361,1852,364,1022,3763,2045.0,536.0,2046.0
17930,2048,333,1793,1852,1171,1022,3763,2045,1539.0,2514.0,1532.0
17931,2048,1249,73,3551,3129,3077,364,1022,3763.0,2045.0,536.0
17932,1286,1227,3214,278,1852,364,1171,1022,3763.0,536.0,510.0
17933,3035,2118,3214,692,3129,3077,364,1171,1022.0,3763.0,2045.0
17934,416,2566,1663,819,3129,364,2045,536,3558.0,3655.0,3771.0
17935,3035,976,3214,3129,1852,3077,364,1171,1022.0,85.0,1532.0
17936,2048,224,3104,3129,3077,1022,2045,887,825.0,1532.0,3771.0
17937,416,93,73,290,1852,3077,1171,1022,785.0,760.0,2515.0
17938,3730,3773,1663,3699,819,3129,1852,3077,1171.0,1022.0,3763.0
17939,1574,3773,1663,2890,567,3084,3635,676,3129.0,364.0,1171.0
17940,416,2118,1663,64,1852,3077,1171,3763,2045.0,271.0,2751.0
17941,2657,3977,925,515,3129,3077,364,1171,1022.0,3763.0,2045.0
17942,1929,3773,1663,3482,3526,819,1852,3077,364.0,1171.0,2045.0
17943,2657,3233,1012,3129,1852,3077,1171,1022,3763.0,2045.0,536.0
17944,3964,354,2101,1852,3077,1171,1022,2045,536.0,2195.0,2975.0
17945,416,224,1663,3354,3129,3077,536,666,785.0,1835.0,1532.0
17946,1574,3773,3214,22,1233,3291,3129,1852,1171.0,1022.0,3763.0
17947,3964,509,1663,1399,1852,3077,1171,1022,3763.0,2045.0,536.0
17948,1574,3773,1793,25,1233,2947,2318,3129,1852.0,3077.0,364.0
17949,3730,509,3571,1720,3129,1852,3077,1022,3763.0,536.0,1507.0
17950,1193,1249,925,903,3129,1852,3077,1171,1022.0,3763.0,536.0
17951,416,1848,73,3129,3077,364,1022,3763,536.0,3192.0,1532.0
17952,3964,333,73,1789,3129,364,1171,1022,3763.0,536.0,1116.0
17953,1574,3773,1663,1462,2521,3967,1233,32,2612.0,3345.0,676.0
17954,1000,976,3104,3129,3077,1171,1022,2045,536.0,2235.0,103.0
17955,1574,3773,1793,1324,2478,2947,3129,3077,1171.0,1022.0,2045.0
17956,3433,746,3214,1878,3129,3077,364,1171,1022.0,536.0,3479.0
17957,3730,509,925,1818,1852,364,1171,2045,536.0,78.0,3771.0
17958,2048,3495,925,3925,1852,3077,364,1171,3763.0,2045.0,536.0
17959,1574,3773,1793,1739,2697,2947,3129,1852,364.0,536.0,2369.0
17960,1929,3773,3104,3221,3485,2479,3129,1852,3077.0,3763.0,536.0
17961,1000,1790,73,3129,1852,3077,1022,3763,2045.0,536.0,4.0
17962,1193,3568,73,662,1852,3077,1171,1022,3763.0,1799.0,2515.0
17963,1574,3773,1793,1754,3292,2947,2181,3129,1852.0,3077.0,364.0
17964,3730,1033,3104,3913,3129,1852,3077,3763,2045.0,536.0,3465.0
17965,2589,2527,1793,2947,1852,364,1171,1022,2045.0,536.0,2565.0
17966,416,1515,3214,3129,1852,3077,364,1171,536.0,1583.0,2196.0
17967,1574,3773,1793,1785,3116,1901,590,1233,2740.0,2947.0,107.0
17968,1929,3773,1793,1338,1894,3077,364,1171,2045.0,536.0,3821.0
17969,1929,1330,1663,1194,676,3129,1852,3077,364.0,1171.0,1022.0
17970,3433,3773,1793,4002,1894,1852,364,1022,536.0,3457.0,2794.0
17971,3730,509,3214,2633,3129,1852,3077,364,1171.0,1022.0,3763.0
17972,416,2566,3104,1852,3077,3763,2045,536,2682.0,2394.0,1532.0
17973,1929,1330,925,2921,2963,3077,364,1171,1022.0,3763.0,2045.0
17974,3433,1033,1663,1601,3129,1852,3077,1171,536.0,137.0,2313.0
17975,3272,976,1663,1237,3077,364,319,1532,2472.0,1122.0,328.0
17976,3272,3971,73,3129,1852,3077,364,1171,1022.0,3763.0,536.0
17977,3964,2974,1793,847,3129,1852,364,1022,536.0,1164.0,2216.0
17978,1574,3773,1793,2672,2815,2947,3129,1852,3077.0,364.0,1171.0
17979,1286,333,1663,356,364,1171,536,271,2834.0,3771.0,3794.0
17980,3433,3773,3214,3556,1852,3077,364,1022,3763.0,2045.0,536.0
17981,3964,3796,3571,3002,3129,1852,364,1022,69.0,2660.0,1532.0
17982,2048,3977,1663,1625,3129,1852,3077,1171,1022.0,3763.0,2045.0
17983,416,1515,73,1199,3129,1852,3077,1171,1022.0,3763.0,2045.0
17984,2048,3773,73,2965,3129,1852,3077,1022,3763.0,536.0,3496.0
17985,2657,3977,1793,1760,1852,3077,364,1022,3763.0,2045.0,1209.0
17986,1929,3773,1695,281,1058,420,3129,1852,3077.0,364.0,2045.0
17987,1574,3773,1793,1462,2521,691,1224,1233,3453.0,2947.0,3969.0
17988,3035,976,3214,1852,364,1171,1022,3763,2045.0,816.0,3183.0
17989,3964,3773,3214,2633,3129,3077,364,1171,1022.0,3763.0,2045.0
17990,1929,3773,1663,2814,2194,819,3129,1852,364.0,1171.0,1022.0
17991,3730,509,1793,2947,3129,1852,3077,364,1022.0,2045.0,536.0
17992,3730,1033,1793,3833,3077,364,3763,536,1057.0,2277.0,2472.0
17993,416,2163,73,2529,3129,1852,3077,364,1171.0,3763.0,2045.0
17994,3433,3796,1663,676,3129,1852,3077,364,1022.0,536.0,3447.0
17995,1574,3773,1663,138,567,2271,2298,676,1171.0,1022.0,3763.0
17996,2589,3495,1695,3129,1852,1171,1022,536,2441.0,1532.0,3771.0
17997,1574,3773,3104,1785,2312,3475,2406,1008,1233.0,3531.0,1892.0
17998,2048,2118,73,3445,3129,3077,1171,1022,3763.0,2369.0,702.0
17999,1193,1515,1663,819,3129,1852,3077,1171,1022.0,3763.0,536.0
18000,2589,3495,1695,3129,1852,364,1171,1022,3763.0,2045.0,536.0
18001,3964,509,3104,1245,1852,364,1171,1022,2045.0,536.0,966.0
18002,3433,746,1663,819,3129,1852,3077,1171,1022.0,3763.0,536.0
18003,2657,1360,1793,2898,364,1022,3763,150,3770.0,1532.0,3771.0
18004,1574,3773,1663,1739,2815,676,1852,3077,364.0,1171.0,3763.0
18005,3433,3773,1663,2981,1852,3077,364,1171,1022.0,2045.0,536.0
18006,3964,2974,3214,581,3129,1852,1171,1022,3763.0,536.0,1524.0
18007,416,372,3214,2481,3129,1852,3077,364,1171.0,1022.0,3763.0
18008,416,1080,3571,1852,3077,2045,536,785,1532.0,3771.0,234.0
18009,416,2527,1793,1290,3129,3077,1171,1022,3763.0,2045.0,3175.0
18010,3730,509,1695,2954,1852,3077,364,1171,2045.0,536.0,2132.0
18011,3730,3773,1695,4002,2219,3129,1852,3077,1171.0,1022.0,3763.0
18012,2657,1790,3214,692,3129,1852,3077,364,1022.0,3763.0,536.0
18013,1929,1330,4003,1002,3207,3129,1852,3077,1171.0,3763.0,2341.0
18014,2589,333,73,364,1171,536,3358,549,1725.0,2472.0,1348.0
18015,3730,1330,3214,1351,2665,1852,3077,364,1022.0,3763.0,2045.0
18016,1929,3773,1695,975,1644,3077,364,1022,536.0,2297.0,1172.0
18017,3730,3773,1663,819,3129,3077,1171,1022,536.0,2459.0,1532.0
18018,3964,333,73,2529,1852,3077,364,1171,1022.0,3763.0,2045.0
18019,1929,3773,1793,18,184,1290,1852,3077,1171.0,1022.0,3763.0
18020,3964,1515,3214,2621,3129,1852,3077,364,1171.0,1022.0,3763.0
18021,3035,1515,73,1852,3077,364,536,3777,2337.0,760.0,1532.0
18022,1193,3773,3214,3926,1852,3077,364,1171,3763.0,536.0,2474.0
18023,1574,3773,4003,2784,3844,3207,3129,1852,3077.0,364.0,1171.0
18024,1286,1733,1695,420,1852,3077,364,1171,1022.0,3763.0,536.0
18025,1574,3773,4003,3968,1462,1860,1694,206,1233.0,3207.0,1724.0
18026,1193,3424,1663,553,1852,3077,364,1171,1022.0,3763.0,2045.0
18027,1286,224,4003,3129,364,1022,3763,1057,2517.0,2472.0,673.0
18028,1000,2437,3214,2551,1852,3077,364,1022,3763.0,536.0,3555.0
18029,3035,224,1793,325,3129,1852,3077,364,1171.0,3763.0,536.0
18030,1574,3773,3104,770,3416,2670,3913,3129,1852.0,3077.0,1171.0
18031,416,3233,1663,356,3129,3077,2045,536,3942.0,2982.0,1532.0
18032,2589,1500,1793,3833,3129,364,3763,2045,1596.0,2515.0,3771.0
18033,3964,2974,3571,737,3077,364,1171,1022,3763.0,2045.0,2297.0
18034,1574,3773,1663,1995,419,1233,2831,676,3129.0,1852.0,3077.0
18035,954,3937,1793,3129,1852,364,1171,1022,3763.0,2045.0,536.0
18036,1574,3773,1663,138,567,1233,676,1852,3077.0,1171.0,536.0
18037,2589,2118,3571,3129,364,1022,3763,536,2606.0,267.0,1532.0
18038,1000,3495,3214,1852,3077,364,1171,1022,3763.0,536.0,881.0
18039,2048,746,73,290,3129,1852,3077,364,1171.0,1022.0,2045.0
18040,3730,3773,1663,819,3129,1852,3077,2045,536.0,1583.0,266.0
18041,3730,3773,1663,676,1852,3077,2045,536,2474.0,2232.0,3771.0
18042,416,3495,1663,304,1852,364,1022,3763,2045.0,536.0,2459.0
18043,3035,2118,3571,2308,3129,3077,364,1171,1022.0,2045.0,536.0
18044,1929,1330,73,1745,1861,878,3129,1852,3077.0,364.0,1171.0
18045,1574,3773,1793,1324,3733,2947,200,3129,1852.0,3077.0,1171.0
18046,3730,3773,3104,3932,1501,3129,3077,364,1022.0,3763.0,78.0
18047,3964,3773,73,969,1099,3129,3763,2045,536.0,549.0,1532.0
18048,3964,2095,73,3129,1852,3077,364,1171,1022.0,3763.0,536.0
18049,3433,509,3214,3129,3077,1171,1022,3763,2045.0,1968.0,2472.0
18050,2657,1360,73,878,3129,3077,1022,3763,2045.0,536.0,3496.0
18051,1929,3773,1663,2446,1213,819,3129,1852,3077.0,364.0,1022.0
18052,3730,3773,1793,2947,1852,3077,364,1171,2045.0,1294.0,395.0
18053,1286,1790,73,1774,1852,3077,364,1022,3763.0,536.0,1507.0
18054,1574,3773,277,2222,1233,13,3129,1852,3077.0,364.0,1022.0
18055,1574,3773,1663,2672,255,676,1852,3077,364.0,1171.0,2045.0
18056,3730,509,1793,1670,3129,3077,2045,1164,2472.0,1348.0,731.0
18057,3730,509,3571,1534,3129,1852,3077,364,1171.0,1022.0,3763.0
18058,3730,509,4003,3146,593,1852,1171,536,3848.0,2180.0,1532.0
18059,2048,2118,73,3129,1852,3077,364,3763,2045.0,536.0,1119.0
18060,2589,3977,1793,239,3129,1852,3077,364,1171.0,1022.0,3763.0
18061,1193,2118,73,2964,1852,3077,1171,1022,3763.0,536.0,2341.0
18062,1929,1330,3571,3871,737,1852,3077,1171,3763.0,536.0,211.0
18063,3433,3773,4003,3207,1852,3077,364,1022,3763.0,2045.0,3447.0
18064,1574,3773,1663,3968,3868,1462,3896,1233,990.0,40.0,676.0
18065,3035,1500,73,3129,1852,3077,1171,1022,3763.0,2045.0,1057.0
18066,2048,1800,1793,1852,364,1171,1022,3763,536.0,1321.0,894.0
18067,1574,3773,3214,1785,2002,2271,2547,3291,3129.0,1852.0,3077.0
18068,1929,3773,1793,299,3084,1290,3129,1852,3077.0,364.0,1171.0
18069,1193,3971,1663,2805,3077,364,1171,2045,3175.0,1532.0,2472.0
18070,2048,224,3214,1659,3129,3077,1171,1022,3763.0,536.0,1563.0
18071,2657,1217,73,290,3129,3077,1171,1022,3763.0,2045.0,536.0
18072,3730,3773,1793,3037,3129,1852,3077,364,1171.0,1022.0,3763.0
18073,3730,509,73,2529,3129,1852,3077,1171,1022.0,3763.0,2045.0
18074,1929,3773,3214,749,1407,3291,3129,1852,3077.0,364.0,1171.0
18075,3964,2974,1793,3220,3129,1852,3077,1171,3763.0,2045.0,536.0
18076,3272,2974,3214,1852,3077,3763,536,549,3771.0,673.0,2115.0
18077,3964,509,1695,3516,3129,3077,364,1171,2956.0,887.0,3158.0
18078,3964,509,1695,2954,3129,364,1171,3763,2045.0,3859.0,1532.0
18079,1193,3233,925,310,3129,3077,364,1171,3763.0,536.0,2341.0
18080,3964,333,3214,3077,364,1171,3763,2045,2159.0,2472.0,194.0
18081,1286,3773,3214,241,3129,1852,3077,1171,1022.0,3763.0,2045.0
18082,3035,2974,1695,1743,1852,364,1171,1022,2045.0,536.0,1539.0
18083,2657,3773,1695,1932,3129,1852,3077,1022,3763.0,2628.0,2680.0
18084,3132,976,925,3129,364,1171,1022,3763,536.0,3457.0,334.0
18085,1929,3773,1695,2414,2280,2954,3077,1171,1022.0,3763.0,2045.0
18086,3964,2974,73,662,3129,1852,3077,364,1171.0,1022.0,536.0
18087,2589,1450,1695,3129,1852,3077,364,1171,536.0,2297.0,760.0
18088,3730,3773,1793,3017,2183,3129,1852,3077,364.0,1171.0,1022.0
18089,3964,3773,3571,2403,3129,1852,1171,1022,536.0,3652.0,1802.0
18090,3964,3533,73,290,3129,1852,3077,1171,1022.0,3763.0,536.0
18091,3964,2237,3571,1720,3129,1852,3077,3763,2045.0,536.0,85.0
18092,1929,3773,4003,422,1613,3207,1852,1022,536.0,3946.0,1532.0
18093,3730,509,1793,2947,1852,3077,1171,1022,2045.0,536.0,3299.0
18094,1929,1330,1663,996,1019,2070,819,3129,1852.0,3077.0,364.0
18095,3433,3796,1793,2947,1852,3077,1022,2045,536.0,319.0,2660.0
18096,416,1511,1695,2954,3129,3077,364,1171,1022.0,3763.0,2045.0
18097,3433,1330,2101,655,1852,3077,364,1171,1022.0,1395.0,2962.0
18098,1929,3773,3571,2972,1407,618,3129,1852,3077.0,364.0,1171.0
18099,3964,3533,1793,2947,1852,3077,1171,1022,3763.0,536.0,3370.0
18100,3035,976,73,1852,3077,364,1022,3763,2045.0,536.0,549.0
18101,1574,3773,3104,25,1233,3913,1852,364,2045.0,536.0,887.0
18102,1193,3290,1793,847,3129,3077,364,1171,1022.0,3763.0,3211.0
18103,2589,2118,1695,2954,3129,1852,1171,1022,3763.0,2045.0,536.0
18104,3433,3773,1012,3129,364,536,85,3152,2472.0,3794.0,664.0
18105,1574,3773,1663,1739,470,676,3129,1852,364.0,1171.0,3763.0
18106,2589,2566,1695,3129,3077,364,3763,2045,687.0,739.0,1532.0
18107,3433,1033,73,1789,3129,3077,364,1022,3763.0,2045.0,536.0
18108,1929,3773,1695,485,585,420,3129,1852,1171.0,1022.0,3763.0
18109,1574,3773,1793,66,2271,2947,3129,1852,3077.0,364.0,1022.0
18110,1193,93,73,1517,1852,3077,364,1171,1022.0,2045.0,536.0
18111,1574,3773,1793,22,470,2947,3425,1852,3077.0,364.0,1171.0
18112,416,2437,3214,1924,1852,364,1171,1022,3763.0,2045.0,536.0
18113,1574,3773,3571,3751,336,1870,1233,2887,820.0,1228.0,2534.0
18114,3433,3773,3214,3291,3129,1852,364,1171,3763.0,2045.0,536.0
18115,1929,3773,1793,3145,1233,847,3077,3763,536.0,271.0,1951.0
18116,3272,1727,73,1852,364,1022,3763,1770,150.0,2535.0,1532.0
18117,3964,1033,1663,3890,3129,3077,364,1171,3763.0,3296.0,3513.0
18118,1574,3773,1663,3968,3868,1462,3896,1233,990.0,40.0,676.0
18119,1929,1330,1793,3221,1861,2947,1852,3077,1171.0,3763.0,536.0
18120,1193,3290,1793,847,3077,364,1171,1022,536.0,1164.0,1532.0
18121,2589,2350,277,3129,1852,3077,364,1171,3763.0,2045.0,1295.0
18122,3730,1330,1695,420,3129,1852,3077,2045,3839.0,230.0,2498.0
18123,1286,1515,73,290,1852,3077,364,1171,1022.0,3763.0,2045.0
18124,3964,2095,1793,1290,3129,3077,2045,536,1524.0,3005.0,2472.0
18125,3730,509,3214,3077,364,1171,1022,536,1164.0,2085.0,1262.0
18126,3964,2095,73,839,3129,1852,3077,364,1022.0,2917.0,3177.0
18127,1286,1500,1695,1852,3077,2045,536,3653,2474.0,386.0,1532.0
18128,2657,1500,3104,3500,3129,1852,3077,364,1171.0,1022.0,3763.0
18129,1929,3773,3214,3368,3291,3077,364,1171,3763.0,2045.0,536.0
18130,416,2437,3571,1467,3077,364,1022,3763,536.0,1985.0,2216.0
18131,2657,1360,3214,1131,1852,364,1171,3763,536.0,69.0,3806.0
18132,1574,3773,3214,1728,3049,3291,3129,1852,364.0,1022.0,2045.0
18133,3035,1461,73,3129,1852,3077,364,1171,1022.0,536.0,3457.0
18134,3035,333,73,3535,3129,1852,3077,3763,2045.0,536.0,319.0
18135,3035,1727,3214,1698,3129,1852,3077,364,1171.0,1022.0,3763.0
18136,1286,1848,1793,2947,3129,1852,3077,1171,3763.0,2045.0,2916.0
18137,1929,3773,3571,1950,2789,737,1852,364,1171.0,3763.0,2045.0
18138,3730,1330,925,2963,3129,1852,3077,364,1171.0,1022.0,536.0
18139,3730,3773,1793,2947,3077,364,1022,3763,536.0,137.0,2711.0
18140,3730,509,1695,1297,1852,3077,364,1171,1022.0,3763.0,2286.0
18141,1574,3773,3214,2672,470,3291,3077,1171,1022.0,3763.0,2369.0
18142,1574,3773,3214,1785,135,2271,3291,863,1852.0,3763.0,1158.0
18143,3730,3773,4003,572,1852,3077,364,536,1295.0,514.0,1532.0
18144,1286,1800,3214,3236,3129,1852,1022,3763,687.0,1532.0,2472.0
18145,1929,3773,4003,263,1233,17,3129,1852,3077.0,364.0,1171.0
18146,416,1500,925,310,3129,1852,3077,364,1022.0,2045.0,536.0
18147,3272,333,925,3129,1852,3077,1171,1022,3763.0,2045.0,69.0
18148,3433,3773,3214,1878,3129,1852,3077,1171,3763.0,2045.0,536.0
18149,416,3233,1793,847,3129,1852,364,1022,3763.0,2045.0,2474.0
18150,2048,2527,73,1658,3129,3077,364,1022,3763.0,2045.0,536.0
18151,3132,976,73,3129,364,1171,1022,3763,2045.0,536.0,85.0
18152,3730,3773,2101,226,3129,1852,3077,1171,3763.0,2045.0,536.0
18153,3964,354,73,1789,3077,364,2045,1295,702.0,2472.0,194.0
18154,3272,1790,1695,2494,3077,1171,2045,536,3460.0,3255.0,1532.0
18155,3964,354,3571,1852,3077,1171,3763,2045,78.0,3440.0,1532.0
18156,1193,3233,1663,3129,3077,364,1171,1022,3763.0,2045.0,3706.0
18157,1929,3773,1695,885,1644,3129,1852,364,1171.0,1022.0,3763.0
18158,2657,3977,3571,3129,3077,364,1171,3763,2045.0,674.0,81.0
18159,1574,3773,73,2685,1938,3665,3003,1233,3944.0,1789.0,1155.0
18160,2589,2118,3571,1989,1852,364,3763,889,3942.0,3849.0,1532.0
18161,3964,509,73,1789,3129,3077,364,1171,1022.0,3763.0,2045.0
18162,2657,3233,3104,2134,1852,3077,1171,1022,2045.0,536.0,3567.0
18163,187,3773,3571,3129,1852,364,1171,1022,2337.0,3655.0,2472.0
18164,3730,3773,1663,676,3129,1852,3077,364,1022.0,3763.0,2045.0
18165,3272,333,3571,3129,1852,3077,364,1171,1022.0,2045.0,128.0
18166,1929,3773,3214,3807,1642,2633,3129,3077,1171.0,3763.0,2045.0
18167,3730,509,1663,819,3129,1852,3077,364,1171.0,3763.0,536.0
18168,3433,746,1793,2947,3532,3129,3276,1897,2812.0,2203.0,1471.0
18169,3964,2974,925,2963,364,1171,1022,2045,3465.0,1065.0,1532.0
18170,1286,224,1793,847,3129,1852,3077,364,1171.0,536.0,3073.0
18171,416,2437,1793,847,1852,1171,3763,2045,536.0,3815.0,1985.0
18172,3035,746,3214,2351,3129,1852,3077,1171,3763.0,536.0,1930.0
18173,2589,1500,73,1852,3077,364,1171,1022,3763.0,536.0,230.0
18174,3964,3533,2101,1852,3077,3763,536,46,1532.0,2472.0,231.0
18175,1286,746,1663,1852,1171,1022,3763,2045,1507.0,2468.0,3771.0
18176,3964,1727,1695,2954,3129,1852,3077,364,1171.0,1022.0,3763.0
18177,2657,3977,925,1881,364,1171,1022,3763,536.0,2917.0,3295.0
18178,2048,3233,1695,2954,3129,1852,3077,364,1022.0,3763.0,2045.0
18179,2657,3977,1663,819,1852,364,1022,2045,536.0,2297.0,3513.0
18180,3272,1515,1793,3050,3129,364,1022,3763,2045.0,536.0,1448.0
18181,1574,3773,1793,1754,2202,2947,3129,1852,1171.0,2045.0,536.0
18182,1574,3773,3214,1718,2478,3291,1852,3077,1171.0,1022.0,536.0
18183,1286,1727,277,1646,1852,3077,1022,536,1596.0,248.0,1532.0
18184,3730,3773,3214,3291,3077,364,1022,2045,536.0,3899.0,3582.0
18185,3433,3773,73,3445,1852,364,1022,3763,1402.0,3435.0,2515.0
18186,3035,2527,3214,3129,1852,3077,1171,1022,3763.0,1070.0,2159.0
18187,3272,376,1663,1852,3763,536,1539,1756,2787.0,3771.0,1348.0
18188,1574,3773,3214,22,1233,1287,3291,1852,3077.0,364.0,1171.0
18189,3433,509,1663,621,3129,1852,3077,364,1171.0,3763.0,2045.0
18190,3433,746,1793,2947,1171,1022,2045,536,2088.0,1119.0,760.0
18191,3964,509,3104,1852,364,536,1507,368,1532.0,2472.0,2371.0
18192,1193,3624,1695,1932,1852,3077,364,3763,536.0,2474.0,3520.0
18193,3433,3773,1695,1644,3129,1852,3077,1171,1022.0,3763.0,536.0
18194,1286,1848,1663,3663,1852,3077,364,2045,536.0,205.0,1532.0
18195,2589,2527,1663,2444,3129,1852,3077,364,1022.0,2045.0,536.0
18196,2048,1360,3214,3129,3077,1171,2045,536,549.0,3209.0,3771.0
18197,2048,2974,1695,569,3129,1852,3077,1022,3763.0,536.0,4000.0
18198,1193,3773,1663,3129,1852,3077,1171,2045,536.0,1925.0,3444.0
18199,1000,224,925,2214,3129,1852,3077,364,3763.0,2045.0,536.0
18200,3132,976,3214,3736,3129,3077,1171,3763,2045.0,536.0,1920.0
18201,3730,509,73,1381,1852,3077,1171,1022,3763.0,536.0,319.0
